year,ALB,AUT,BEL,BGR,BIH,CHE,CYP,CZE,DEU,DNK,ESP,EST,FIN,FRA,GRC,HRV,HUN,IRL,ISL,ITA,LTU,LUX,LVA,MLT,MNE,NLD,NOR,POL,PRT,ROU,SRB,SVK,SVN,SWE,TUR,UKR
2010,0.5856357867038154,0.5405094110506923,0.3018342233573253,0.5394992790633356,0.282237835594,0.5637467507758603,,0.3035587273811545,0.2561296406591225,0.5114345509893455,0.4675478511314215,0.39430979833829793,0.5625340962297625,0.33914241094438513,0.4057551477556647,0.7633840514868675,0.28863023331984666,0.4175191064656176,0.25500269452750157,0.531412376003779,0.35820660137425486,,0.4643889654427062,0.32395409107737877,0.4697842515251418,0.5952262720156556,0.4543558791853596,0.355646445697016,0.5919351070548772,0.3749286529680365,0.48024253207826334,0.36378333290337006,0.45594659314145586,1.0804899387576554,0.37349001539952964,0.3138797485206513
2011,0.3127914441093468,0.4798957848229199,0.18802041364491,0.2945946297312824,0.15647066836673532,0.31083134426456344,,0.2134325940421831,0.2079450082349576,0.6855707762557077,0.44451394008492356,0.2842280738028671,0.45141006895804786,0.1813447714634477,0.4608343711083437,0.7578139390590312,0.34038832052097184,0.3685552190336287,0.20911329763808728,0.4723665564478035,0.20961179894834764,,0.20885431846886235,0.17586079229914847,0.47978473170923175,0.4718779348424495,0.2933571828142591,0.2630661232369435,0.4260942090545467,0.26838823014607893,0.3789481971343096,0.262944670927271,0.4602372833073128,0.9598583668805152,0.3486448185626284,0.25846364426577384
2012,0.33131668405641007,0.6103702474516046,0.3396118721461187,0.27845690658900313,0.1673172673507557,0.2987988989701319,,0.22822121465474735,0.2154402990226535,0.600142694063927,0.6021770935130101,0.3714491368121335,0.557952704692086,0.19764674596789433,0.43407330397912586,0.7502821343686977,0.3864656185576942,0.3336990524914931,0.2685079995596041,0.41627302786962683,0.3270676041304837,,0.2562571997612802,0.32206590151795633,0.5548576312773643,0.4086224330115319,0.14541843787180828,0.21335786185941508,0.4508114672139913,0.2916432101082129,0.41444180845726725,0.17643268146416885,0.552283314931353,1.1351125320234592,0.33686511947849873,0.2595917166095891
2013,0.44604513907583604,0.5798265056785867,0.36452937339319286,0.48539308911326084,0.21039062988678298,0.5188256872783992,,0.2890600160662946,0.1754695664454173,0.36432648401826484,0.45458862328200594,0.44670275796550724,0.5922270394210297,0.285362095600864,0.4268304894656733,0.7401013473081456,0.2887583569350519,0.4167953618249171,0.2095151987030354,0.5127145331443868,0.39658219643886183,,0.4391150951469113,0.3526841910403554,0.49281131900735314,0.48593021587893576,0.359256300870635,0.27321922192482306,0.5026782881343573,0.34438373213083173,0.472276086362171,0.298972383771853,0.4272460002144545,1.1269314974731137,0.3043276051356086,0.34049696391934187
2014,0.312649129773013,0.5625329939394283,0.27567078002943507,0.39595774312279114,0.23813349437192877,0.5414510774889788,,0.20180354726872993,0.2000233078006971,0.6172146118721461,0.4708568110758711,0.3958237470529869,0.5054156654858927,0.19004608646941998,0.6037751341824882,0.740686680659891,0.34133576093867407,0.46072449472962534,0.14333314065410857,0.38929867696990983,0.3586291521435634,,0.3071582882674354,0.3461680858941133,0.5174014477615885,0.428072384628662,0.40688488404669915,0.3431331492543414,0.5227183676416656,0.29899156941804267,0.6231029361221584,0.31754054898939243,0.4578774304218107,1.0997996789311273,0.19624420387974315,0.20747135718725374
2015,0.3742743078306185,0.5015983843778656,0.3245270711024135,0.36814194180971743,0.29262172075327975,0.3811916906334239,,0.18831492999597102,0.29915976425613255,0.5060882800608828,0.5891766486632346,0.34438524108706026,0.4886555483108731,0.25850013649458176,0.4680585596411119,0.7917198088948025,0.3884602046124502,0.3553681062027787,0.13375992305641715,0.340514381610272,0.33061719117456995,,0.26145234938871703,0.2860020979883994,0.5235226391074331,0.3557065977075762,0.2223666750883766,0.2985750789338952,0.47786772402493966,0.2747971363096152,0.38977660380449247,0.22805116904183498,0.5297175167469904,1.0929308303737528,0.2963129504339912,0.1311558042975065
2016,0.4643607663976589,0.5372637460023915,0.3672821123684733,0.3628474697410503,0.20043430649393584,0.4093589502783027,,0.20951028444556158,0.23732470334412084,0.6659056316590563,0.5549394801545486,0.3756892415532803,0.5280130098951684,0.23495032784133393,0.5193362973644156,0.7738425335456725,0.32802776332774597,0.3231143861354865,0.18460433769519952,0.4429614018655114,0.38388029398303375,,0.32321034025629697,0.30877144267555223,0.5383629652181794,0.4097801936808556,0.40259737699229503,0.3227249146655038,0.5099142607124497,0.3094544401281265,0.4618950181950958,0.30174457976043734,0.43255712365872634,0.9734968621364465,0.28764882625588745,0.18799345555640512
2017,0.25234495073534496,0.5139433634742269,0.2884315559713128,0.2415680635547091,0.1368819012610197,0.31694265531945787,,0.19530441330657208,0.28532426477631956,0.4065803465315569,0.5153547534916435,0.3075163364131255,0.5170214229045366,0.16797086815640752,0.44059921493230797,0.8045504151594283,0.33312284453692464,0.27349689762018,0.3196729417610896,0.5877531904929164,0.2829893807531934,,0.1794068482637538,0.18745217820560287,0.5349162821413423,0.4943066635180358,0.15088134981292284,0.26146993887547265,0.4552898399339441,0.30716073798137716,0.3785191370202359,0.15191404063157504,0.45335703987771475,0.9464447524119183,0.24368125188133843,0.21708669198272915
2018,0.46378767665592907,0.48543438545700673,0.33290856960815546,0.40352963308354484,0.2483131462846953,0.4568879858198543,,0.17019322091759875,0.23728326468052496,0.23456558453743667,0.46200426211837664,0.4000341858004769,0.48089258534464013,0.24193533168208398,0.4446046623407835,0.7513651286646386,0.3343207521723215,0.36684023252248954,0.1773662258947429,0.420520626000078,0.3072554653440952,,0.3692178871301094,0.2232136245834876,0.5091354940662746,0.37998969666977295,0.31640121115166925,0.3179766858122977,0.5280745483422673,0.25422912630159644,0.4615858548002271,0.2846632869422216,0.43482722100881593,0.9522464142077287,0.24185046966247015,0.2514526219536898
2019,0.27371108055706916,0.5175121200928751,0.33180833344320365,0.38291503772438035,0.14138190714436633,0.34562173708662847,,0.20958668641095038,0.2707177629344503,0.3614916286149163,0.432928715225025,0.34842824424483454,0.5301005554892851,0.16736661970859062,0.4310344827586207,0.7302096651699106,0.4270388994855789,0.3456539976285236,0.15162908707081005,0.33700191234437804,0.35407335874090773,,0.2836042079051665,0.22887202270763915,0.4565194115936374,0.37412723462017994,0.22380616200329143,0.28158377211116975,0.4631429374580059,0.30866559526542686,0.43677956756736513,0.20383522315861377,0.4560559140973189,1.0275593358790007,0.35573763669600494,0.15426840137138
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
